pid,label,label_en,label_es,label_fr,link,section,genre,claimed_genre,claimed_genre_en,claimed_genre_es,claimed_genre_fr,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,blurb_fr,related_to,added_by,twitter,census_year,notes
cds220,First International Relay,,,,http://odeiminrunners.ca/firm/,Maps & Visualizations,Mixed Genres,Socially engaged art; Digital humanities project,,,,open,In Disrepair,en,,,,,,,,,,,There's not a lot of information about this project. Not sure who to credit or what the blurb is.
cds221,"Art, Enslavement, and Resistance in Cap-Français",,,,https://storymaps.arcgis.com/stories/e0903bfa4cf749ce8ee68ecc69bcb0c4,Maps & Visualizations,Maps,digital mapping,digital mapping,,,open,Stable,en,Meredith Martin,,"A semester-long research project by students enrolled in the Institute of Fine Arts Fall 2023 seminar ""French Art, Colonialism, and Enslavement ca. 1660-1830."" ","A semester-long research project by students enrolled in the Institute of Fine Arts Fall 2023 seminar ""French Art, Colonialism, and Enslavement ca. 1660-1830."" ",,,,,,,
cds1,archipelagos journal,,Revista archipelagos,,http://archipelagosjournal.org/,Periodicals & Blogs,Journals,an academic journal,an academic journal,una revista académica,,open,Active,"en,fr,es","Kaiama Glover, Alex Gil",Columbia University Library,"archipelagos is a born-digital, peer-reviewed publication devoted to creative exploration, debate, and critical thinking about and through digital practices in contemporary scholarly and artistic work in and on the Caribbean. Given the wide implications of the “digital turn” for our very conceptions of knowledge, our mission is to discern the ways in which the digital may enhance and transform our comprehension of the regional and diasporic Caribbean. archipelagos responds to this challenge with three distinct dimensions of critical production: scholarly essays; digital scholarship projects; and digital project reviews.","<em>archipelagos</em> is a born-digital, peer-reviewed publication devoted to creative exploration, debate, and critical thinking about and through digital practices in contemporary scholarly and artistic work in and on the Caribbean. Given the wide implications of the “digital turn” for our very conceptions of knowledge, our mission is to discern the ways in which the digital may enhance and transform our comprehension of the regional and diasporic Caribbean. archipelagos responds to this challenge with three distinct dimensions of critical production: scholarly essays; digital scholarship projects; and digital project reviews.","<em>archipelagos</em> es una publicación nacida en linea y revisada por pares dedicada a la exploración, debate y pensamiento crítico creativo sobre y a través de prácticas digitales en el trabajo académico y artístico contemporáneo en el Caribe. Dadas las amplias implicaciones del &quot;giro digital&quot; para nuestras mismas concepciones del conocimiento, nuestra misión es discernir las formas en que lo digital puede mejorar y transformar nuestra comprensión del Caribe regional y diásporo. <em>archipelagos</em> responde a este desafío con tres dimensiones distintas de la producción crítica: ensayos académicos; proyectos digitales; y reseñas de proyectos digitales.",,,Alex Gil,@elotroalex,2020,
cds112,Manioc Blog,,,,http://manioc-blog.blogspot.com/,Periodicals & Blogs,Blogs,a blog,a blog,un blog,,open,Active,fr,,,"Digital library: Caribbean, Amazonia, Guyana","Digital library of the Caribbean, Amazonia, Guyana","Biblioteca digital del Caribe, Amazonia y Guyana.",,,,,2020,
cds115,Plenamar,Full tide,,,https://plenamar.do/,Periodicals & Blogs,Magazines,an online cultural magazine,an online cultural magazine,una revista cultural en línea,,open,Active,es,"Minerva del Risco,Rafael Emilio Yunén, Fausto Rosario, José Mármol and Jochy Herrera",Acento.com.do,"Published weekly, Plenamar is a Dominican-based online magazine focused on local and international cultural production.","Published weekly, Plenamar is a Dominican-based online magazine focused on local and international cultural production.","Publicado semanalmente, <em>Plenamar</em> es una revista en línea basada en República Dominicana centrada en la producción cultural local e internacional.",,,,,2020,
cds117,Latino Genealogy & Beyond: diasporic journeys across time and space,,Genealogía latina y más allá: viajes diáspóricos a lo largo del tiempo y el espacio,,https://latinogenealogyandbeyond.com,Periodicals & Blogs,Blogs,blogs,blogs,blogs,,open,Active,en,Ellen Fernandez-Sacco,,"Mabrika! Join me, Ellen Fernandez-Sacco as I research ancestors and discuss genealogy research with a Caribbean focus.","Mabrika! Join me, Ellen Fernandez-Sacco as I research ancestors and discuss genealogy research with a Caribbean focus.","¡Mabrika! Únete a mí, Ellen Fernández-Sacco, mientras investigo a los antepasados ​​y discuto la investigación de la genealogía con un enfoque caribeño.",,,Ellen Fernandez-Sacco,@efsacco,2020,
cds119,sx salon,,salón sx,,http://smallaxe.net/sxsalon,Periodicals & Blogs,Journals,a journal,a journal,un diario,,open,Active,en,Kelly Baker Josephs,Small Axe,"Our digital forum for innovative critical and creative explorations of Caribbean literature, broadly defined. Caribbean creative writing has always wrestled with the idea of an aesthetic form that engages regional and diasporic understandings of our changing realities. As a forum, sx salon aims to stimulate these sensibilities and preoccupations across different literary genres. Initiated in 2010, sx salon appears three times per year (February, June, and October). We publish literary discussions, interviews with writers, reviews of new publications (creative and scholarly), and poetry and prose by Caribbean writers.","Our digital forum for innovative critical and creative explorations of Caribbean literature, broadly defined. Caribbean creative writing has always wrestled with the idea of an aesthetic form that engages regional and diasporic understandings of our changing realities. As a forum, sx salon aims to stimulate these sensibilities and preoccupations across different literary genres. Initiated in 2010, sx salon appears three times per year (February, June, and October). We publish literary discussions, interviews with writers, reviews of new publications (creative and scholarly), and poetry and prose by Caribbean writers.","Nuestro foro digital para exploraciones críticas y creativas innovadoras de la literatura caribeña, ampliamente definida. La escritura creativa del Caribe siempre ha luchado con la idea de una forma estética que involucra a los entendimientos regionales y diáspóricos de nuestras realidades cambiantes. Como foro, sx salon apunta a estimular estas sensibilidades y preocupaciones en diferentes géneros literarios. Iniciado en 2010, sx salon aparece tres veces al año (febrero, junio y octubre). Publicamos discusiones literarias, entrevistas con escritores, revisiones de nuevas publicaciones (creativas y académicas), y poesía y prosa de los escritores del Caribe.",,,Alex Gil,@elotroalex,2020,
cds128,Tan Listwa,The Hobby,El pasatiempo,,https://tanlistwa.com/,Periodicals & Blogs,Blogs,a blog,a blog,un blog,,open,Active,"en,fr",Jessica Pierre-Louis,,"Welcome to the Martinican company Tan Listwa. As a historian, I provide you with the skills of a researcher and a trainer in humanities studies. Specialised in history and heritage of the Caribbean, I carry out missions of research engineering, training, and assistance for your genealogical research.","Beyond the services I offer on <em>Tan Listwa</em>, I wanted to share my research on the history and heritage of the Caribbean through my own discoveries: the pleasure of getting hold of an unknown archive, the excitement of discovering a story, the jubilation of reading between the lines, the frenzy of data accumulation and analysis, the satisfaction of better understanding the human past. So I created the blog <em>Le Passe-temps</em>: a space to exchange cool web links, to tell you historical anecdotes, to marvel at archives and heritage, to know our ancestors and not to forget their history.","Más allá de los servicios que ofrezco en <em>Tan Listwa</em>, quería compartir mi investigación sobre la historia y el patrimonio del Caribe a través de mis propios descubrimientos: el placer de hacerme con un archivo desconocido, la emoción de descubrir una historia, el júbilo de leer entre las líneas, el frenesí de la acumulación y el análisis de datos, la satisfacción de comprender mejor el pasado humano. Así que creé el blog </em>Le Passe-temps</em>: un espacio para intercambiar interesantes enlaces web, contarte anécdotas históricas, maravillarte con los archivos y el patrimonio, conocer a nuestros antepasados ​​y no olvidar su historia.",,,,,2020,
cds131,Repeating Islands,,Las islas que se repiten,,https://repeatingislands.com/,Periodicals & Blogs,Blogs,a blog,a blog,un blog,,open,Active,en,"Ivette Romero-Cesareo, Lisa Paravisini-Gebert",,"News and commentary on Caribbean culture, literature, and the arts","News and commentary on Caribbean culture, literature, and the arts","Noticias y comentarios sobre la cultura del Caribe, la literatura y las artes.",,,Roopika Risam,@roopikarisam,2020,
cds15,Arquitecture of necessity/Arquitectura de la necesidad,Arquitecture of necessity,Arquitectura de la necesidad,,http://architectureofnecessity.com/,Periodicals & Blogs,Blogs,blog,a blog,un blog,,open,Archived,es,Ernesto Oroza,,Architecture of Necessity is a concept with a double function. It initially operates as a descriptive and austere term in its rhetorical value that points to an architecture of urgency and precariousness. Its second and most important function is metaphorical: it enunciates an architecture that is its own diagram.,Architecture of Necessity is a concept with a double function. It initially operates as a descriptive and austere term in its rhetorical value that points to an architecture of urgency and precariousness. Its second and most important function is metaphorical: it enunciates an architecture that is its own diagram.,La arquitectura de la necesidad es un concepto con una doble función. Inicialmente funciona como un término descriptivo y austero en su valor retórico que apunta a una arquitectura de urgencia y precariedad. Su segunda y más importante función es metafórica: enuncia una arquitectura que es su propio diagrama.,,,,,2020,
cds156,The Public Archive,,El archivo público,,https://thepublicarchive.com,Periodicals & Blogs,Blogs,blog,a blog,un blog,,open,Stable,en,Peter Hudson,,"In light of this obliteration of history, The Public Archive was initiated to serve as an accessible clearinghouse of historical essays, archival sources, and informed contemporary journalism on Haiti. The Public Archive compiles links to documents freely accessible through the digital collections of libraries and repositories as well as open-access online periodicals, academic journals and newspapers.","In light of this obliteration of history, The Public Archive was initiated to serve as an accessible clearinghouse of historical essays, archival sources, and informed contemporary journalism on Haiti. The Public Archive compiles links to documents freely accessible through the digital collections of libraries and repositories as well as open-access online periodicals, academic journals and newspapers.","A la luz de la perdida de documentos historicos, se inició el archivo público para servir como un reclamo accesible de ensayos históricos, fuentes de archivo e informó el periodismo contemporáneo en Haití. El archivo público recopila enlaces a documentos de forma gratuita a través de las colecciones digitales de bibliotecas y repositorios, así como publicaciones periódicas en línea de acceso abierto, revistas académicas y periódicos.",,,Kaiama L. Glover,@inthewhirld,2020,
cds160,US Caribbean & Ethnic Florida Digital Newspaper Project,,Proyecto de periódicos digitales de los Estados Unidos caribeños y la Florida étnica,,http://ufndnp.domains.uflib.ufl.edu/,Periodicals & Blogs,Blogs,blog,updates,noticias,,open,Active,"en,es","University of Florida: Melissa Jerome, Sarah &quot; Moxy&quot;  Moczygemba ",University of Florida: Melissa Jerome,"Blog that features/contextualizes newspaper content digitized by the US Caribbean & Ethnic Florida Digital Newspaper Project. Newspapers published between 1800-1963 that are chosen for digitization for this project come from Florida, Puerto Rico and the Virgin Islands and are made openly available for access via the Library of Congress site, Chronicling America (https://chroniclingamerica.loc.gov/) as well as in the Digital Library of the Caribbean (dLOC) and the University of Florida Digital Collections (UFDC)","The US Caribbean & Ethnic Florida Digital Newspaper Project is a collaborative project between the University of Florida George A. Smathers Libraries, the library system at the University of Puerto Rico–Rio Piedras, and the University of the Virgin Islands, as part of the state and territories’ involvement in the National Digital Newspaper Program (NDNP). The NDNP, a partnership between the NEH and the Library of Congress, is a long-term effort to provide permanent, free access to historic newspapers published in the United States and its territories between 1690 and 1963.","El Proyecto de Periódicos Digitales del Caribe y Étnicos de Florida de EE. UU. Es un proyecto de colaboración entre las Bibliotecas George A. Smathers de la Universidad de Florida, el sistema de bibliotecas de la Universidad de Puerto Rico – Rio Piedras y la Universidad de las Islas Vírgenes, como parte de la participación del estado y los territorios en el Programa Nacional de Periódicos Digitales (NDNP). El NDNP, una asociación entre NEH y la Biblioteca del Congreso, es un esfuerzo a largo plazo para proporcionar acceso permanente y gratuito a los periódicos históricos publicados en los Estados Unidos y sus territorios entre 1690 y 1963.",,cds31,Melissa Jerome,@mmespino20,2020,"over 150,000 pages of historic Puerto Rican newspapers (from 4 unique titles of historic significance) are currently available for viewing & text searching; More Puerto Rico content and content from Virgin Islands is being digitized and will be made avalable over the next year. "
cds172,ARC Magazine,,Revista ARCO,,http://arcthemagazine.com/arc/home/,Periodicals & Blogs,Magazines,an art magazine,an art magazine,una revista de arte,,open,Defunct,en,Holly Bynoe,,"ARC Magazine is a non-profit print and online publication and social platform launched in 2011. It seeks to fill a certain void by offering a critical space for contemporary artists to present their work while fostering and developing critical dialogues and opportunities for crucial points of exchange, scholarship and study. ARC is an online and social space of interaction with a developed methodology of sharing information about contemporary practices, exhibitions, partnerships, and opportunities occurring in the Caribbean region and throughout its diasporas.","ARC Magazine is a non-profit print and online publication and social platform launched in 2011. It seeks to fill a certain void by offering a critical space for contemporary artists to present their work while fostering and developing critical dialogues and opportunities for crucial points of exchange, scholarship and study. ARC is an online and social space of interaction with a developed methodology of sharing information about contemporary practices, exhibitions, partnerships, and opportunities occurring in the Caribbean region and throughout its diasporas.","ARC Magazine (Revista ARC) es una publicación en línea y una plataforma social sin fines de lucro y la plataforma social lanzada en 2011. Busca llenar un cierto vacío al ofrecer un espacio crítico para que los artistas contemporáneos presenten su trabajo mientras fomentan y desarrollan diálogos críticos y oportunidades para los puntos de intercambio cruciales, y estudio. ARC es un espacio de interacción en línea y social con una metodología desarrollada de compartir información sobre prácticas contemporáneas, exposiciones, asociaciones y oportunidades que ocurren en la región del Caribe y en toda su diásporas.",,,Alex Gil,@elotroalex,2021,
cds181,Indigenous Caribbean Center,,Centro Indígena del Caribe,,https://indigenouscaribbean.wordpress.com/articles/issues-in-indigenous-caribbean-studies/,Periodicals & Blogs,Journals,information,information,información,,open,Active,en,Indigenous Caribbean Center ,Indigenous Caribbean Center ,"The Indigenous Caribbean Center was formerly, for 10 years, the Caribbean Amerindian Centrelink. As part of its 10th anniversary, a renaming and restructuring of the site took place, to better reflect contemporary meanings and indigenous self-representations in the region and its diaspora, to allow for greater collaboration among the contributors to the site, and to permit users to post comments and questions on each page and article in the site. The editorial structure has changed as well, in that there is no longer an “editor in chief” and no official webmaster. Finally, the plain text mirror site of the CAC was also deleted.","The Indigenous Caribbean Center was formerly, for 10 years, the Caribbean Amerindian Centrelink. As part of its 10th anniversary, a renaming and restructuring of the site took place, to better reflect contemporary meanings and indigenous self-representations in the region and its diaspora, to allow for greater collaboration among the contributors to the site, and to permit users to post comments and questions on each page and article in the site. ","El Centro del Caribe Indígena era anteriormente, durante 10 años, el Centrelink Amerindio del Caribe. Como parte de su décimo aniversario, se realizó un cambio de nombre y reestructuración del sitio, para reflejar mejor los significados contemporáneos y las autorrepresentaciones indígenas en la región y su diáspora, y para permitir una mayor colaboración entre los contribuyentes del sitio, y para permitir a los usuarios.",,,Katerina Gonzalez Seligmann,@malamanuense,2021,
cds187,The Caribbean Review of Books,,Revista de libros del Caribe,,http://caribbeanreviewofbooks.com/,Periodicals & Blogs,Journals,a journal,a journal,una revista,,open,Stable,en,Nicholas Laughlin,Nicholas Laughlin,"The Caribbean Review of Books (CRB) is an online magazine covering Caribbean literature and arts. We focus on reviews of new and recent books of Caribbean fiction, poems, biography, arts, culture, and current affairs, but the CRB also publishes new writing, interviews, and essays on literature and culture. The CRB is currently on indefinite hiatus and not actively publishing new material.","The Caribbean Review of Books (CRB) is an online magazine covering Caribbean literature and arts. We focus on reviews of new and recent books of Caribbean fiction, poems, biography, arts, culture, and current affairs, but the CRB also publishes new writing, interviews, and essays on literature and culture. The CRB is currently on indefinite hiatus and not actively publishing new material.","La revisión caribeña de los libros (CRB) es una revista en línea que abarca la literatura y las artes del Caribe. Nos centramos en las revisiones de los libros nuevos y recientes de la ficción caribeña, poemas, biografía, artes, cultura y asuntos actuales, pero la CRB también publica nuevas escrituras, entrevistas y ensayos sobre literatura y cultura. La CRB se encuentra actualmente en pausa indefinida y no publica activamente un nuevo material.",,,Kelly Baker Josephs,@kbjosephs,2021,
cds19,Age of Revolutions,,Era de revoluciones,,https://ageofrevolutions.com/,Periodicals & Blogs,Journals,"an open-access, peer-reviewed academic journal","an open-access, peer-reviewed academic journal",una revista académica de acceso abierto y revisada por pares,,open,Active,en,Bryan Banks Cindy Ermus,,"The word “revolution” is a human tool. At any point in time, its meaning has shifted to accommodate those wielding it. By establishing a site like this — Age of Revolutions — we are participating in the humanities, surveying revolutionary changes in history, encouraging the comparative study of revolutions, and exploring the hopes imbued in the term “revolution.”","The word “revolution” is a human tool. At any point in time, its meaning has shifted to accommodate those wielding it. By establishing a site like this — Age of Revolutions — we are participating in the humanities, surveying revolutionary changes in history, encouraging the comparative study of revolutions, and exploring the hopes imbued in the term “revolution.”","La palabra &quot;revolución&quot; es una herramienta humana. En cualquier momento, su significado ha cambiado para acomodar a quienes la utilizan. Al establecer un sitio como &quot;Edad de revoluciones&quot;, estamos participando en las humanidades, estudiamos cambios revolucionarios en la historia, alentamos el estudio comparativo de las revoluciones y exploramos las esperanzas imbuidas en el término &quot;revolución&quot;.",,,,,2020,
cds191,PREE,,,,https://preelit.com/,Periodicals & Blogs,Journals,a journal,a journal,una revista,,open,Active,en,"Annie Paul, Diana McCaulay, Isis Semaj-Hall",,"PREE is a unique online magazine for new contemporary writing from and about the Caribbean. We publish original works of fiction, non-fiction, poetry, essays, interviews and experimental writing, giving our authors international visibility far beyond the islands.","<em>PREE</em> is a unique online magazine for new contemporary writing from and about the Caribbean. We publish original works of fiction, non-fiction, poetry, essays, interviews and experimental writing, giving our authors international visibility far beyond the islands.","<em>PREE</em> es una revista en linea única dedicada a la literatura contemporánea desde y sobre el Caribe. Publicamos obras originales de ficción, no ficción, poesía, ensayos, entrevistas y escritura experimental, dando a nuestros autores visibilidad internacional más allá de las islas.",,,Kelly Baker Josephs,@kbjosephs,2021,
cds192,Journal of West Indian Literature,,Revista académica de literatura del Caribe anglófono,,https://www.jwilonline.org/,Periodicals & Blogs,Journals,a journal,a journal,una revista,,private,Active,en,,University of the West Indies,"THE JOURNAL OF WEST INDIAN LITERATURE has been published twice-yearly by Literatures in English, University of the West Indies since 1986. It reflects our continued commitment to provide a regional and extra-regional forum for the dissemination and discussion of Caribbean literary and artistic culture.","<em>The Journal of West Indian Literature</em> has been published twice-yearly by Literatures in English, University of the West Indies since 1986. It reflects our continued commitment to provide a regional and extra-regional forum for the dissemination and discussion of Caribbean literary and artistic culture.","<em>The Journal of West Indian Literature</em> (Revista de literatura del Caribe anglófono) ha sido publicada dos veces al año por el departamento de Literaturas en inglés, University of the West Indies (UWI) desde 1986. Refleja nuestro compromiso continuo para proporcionar un foro regional y extrarregional para la difusión y discusión de la cultura literaria y artística del Caribe.",,,Kelly Baker Josephs,@kbjosephs,2021,
cds193,MOKO: Caribbean Arts and Letters,,MOKO: Artes y letras del Caribe.,,http://mokomagazine.org,Periodicals & Blogs,Journals,a journal,a journal,una revista,,open,Active,en,Richard Georges and David Knight,,"Moko is a non-profit journal that publishes fiction, poetry, visual arts, and non-fiction essays that reflect a Caribbean heritage or experience. We were founded in 2013 with a goal to create networks with a pan-Caribbean ethos in a way that is also sensitive to our location within the Virgin Islands. We embrace diversity of experience and self-expression. Moko seeks submissions from both established and emerging writers, artists, and scholars. We are interested in work that encourages questioning of our societies and ourselves. We encourage you to submit your best work to us whether it be new visual art, fiction, poetry, reviews, interviews, or essays on any topic relevant to the Caribbean experience. We publish in May and November.","<em>Moko</em> is a non-profit journal that publishes fiction, poetry, visual arts, and non-fiction essays that reflect a Caribbean heritage or experience. We were founded in 2013 with a goal to create networks with a pan-Caribbean ethos in a way that is also sensitive to our location within the Virgin Islands. We embrace diversity of experience and self-expression. <em>Moko</em> seeks submissions from both established and emerging writers, artists, and scholars. We are interested in work that encourages questioning of our societies and ourselves.","<em>Moko</em> es una revista sin fines de lucro que publica ficción, poesía, artes visuales y ensayos de no ficción que reflejan una herencia o experiencia del Caribe. Nos fundaron en 2013 con el objetivo de crear redes con un espíritu pan-caribeño y de manera sensible a nuestra ubicación dentro de las Islas Vírgenes. Abrazamos la diversidad de experiencia y autoexpresión. <em>Moko</em> busca presentaciones de escritores, artistas y académicos establecidos y emergentes. Estamos interesados ​​en el trabajo que fomenta el interrogatorio de nuestras sociedades y a nosotros mismos. ",,,Kelly Baker Josephs,@kbjosephs,2021,
cds194,Tout Moun,everybody,Todo el mundo,,https://journals.sta.uwi.edu/toutmoun/,Periodicals & Blogs,Journals,a journal,a journal,una revista,,open,Active,en,,"University of the West Indies, St Augustine","Tout Moun is an open access, peer-reviewed, academic online journal for the cutting-edge research in Cultural Studies produced in and about the Caribbean. The journal welcomes research submissions on diverse cultural projects in a broad range of media including critical essays in written format, visual essays (including photographs, drawings, videos and paintings), book reviews and works of fiction. Published annually Tout Moun is a project initiated by the Department of Liberal Arts at the University of the West Indies, St Augustine Campus, Trinidad and Tobago.","<em>Tout Moun</em> is an open access, peer-reviewed, academic online journal for cutting-edge research in Cultural Studies produced in and about the Caribbean. The journal welcomes research submissions on diverse cultural projects in a broad range of media including critical essays in written format, visual essays (including photographs, drawings, videos and paintings), book reviews and works of fiction. Published annually <em>Tout Moun</em> is a project initiated by the Department of Liberal Arts at the University of the West Indies, St Augustine Campus, Trinidad and Tobago.","<em>Tout Moun</em> (Todo el mundo) es una revista en línea académica de acceso abierto, revisada por pares, enfocada en la investigación de vanguardia en estudios culturales producidos en y sobre el Caribe. La revista acoge con satisfacción las presentaciones de investigación en diversos proyectos culturales en una amplia gama de medios, incluidos ensayos críticos en formato escrito, ensayos visuales (incluidas fotografías, dibujos, videos y pinturas), reseñas de libros y obras de ficción. Publicado anualmente <em>Tout Moun</em> es un proyecto iniciado por el Departamento de Artes Liberales de la University of the West Indies (UWI), San Agustín Campus, Trinidad y Tobago.",,,Kelly Baker Josephs,@kbjosephs,2021,
cds24,Beyond the Sugar Curtain,,Más allá de la cortina de azúcar,,https://www.brown.edu/research/projects/tracing-cuba-us-connections/home-inicio,Periodicals & Blogs,Journals,a project,a project,un proyecto,,open,Active,"en,es",Jennifer Lambe,Brown University,"""Beyond the Sugar Curtain: Tracing Cuba-U.S. Connections (1959-Present)"" seeks to contribute to a new if fragile age of diplomatic normalization by exploring the past and present of travel and encounter between the two nations. Pushing beyond depictions of a ""sugar curtain"" or ""emotional embargo,"" this project features spaces and moments of connection in the post-1959 period, including but not limited to those between the United States and Cuba. From students to activists, family members and journalists, human ties have long defied political obstacles, bridging the material and affective barriers wrought by diplomatic isolation. Even in the most unpropitious circumstances, citizens of both countries have thus found room for mutual inspiration, productive disagreement, and even friendship and love.","""Beyond the Sugar Curtain: Tracing Cuba-U.S. Connections (1959-Present)"" seeks to contribute to a new if fragile age of diplomatic normalization by exploring the past and present of travel and encounter between the two nations. Pushing beyond depictions of a ""sugar curtain"" or ""emotional embargo,"" this project features spaces and moments of connection in the post-1959 period, including but not limited to those between the United States and Cuba. From students to activists, family members and journalists, human ties have long defied political obstacles, bridging the material and affective barriers wrought by diplomatic isolation. Even in the most unpropitious circumstances, citizens of both countries have thus found room for mutual inspiration, productive disagreement, and even friendship and love.","""Más allá del telón de azúcar: Los lazos humanos entre Cuba y Estados Unidos desde 1959"" propone contextualizar el proceso de ""normalización"" a través de una excavación de su pasado, presente, y futuro. Más allá de representaciones de un ""telón de azúcar"" o ""embargo emocional,"" este proyecto se enfoca en los espacios y momentos de conexión en el período post-1959, sobre todo pero no exclusivamente entre Cuba y los Estados Unidos. Estudiantes, activistas, familiares y periodistas: los lazos humanos han, durante mucho tiempo, desafiado a todas las fronteras políticas, traspasando los límites materiales y afectivos del aislamiento diplomático. En medio de las circunstancias menos propicias, ciudadanos de los dos países han buscado espacio para la inspiración mutua, el desacuerdo productivo, la amistad, y hasta el amor.",,,Roopika Risam,@roopikarisam,2020,
cds26,A Boricua Abroad,,Un boricua en el extranjero,,https://aboricuaabroad.wordpress.com/,Periodicals & Blogs,Blogs,blog,a blog,un blog,,open,Stable,en,Jennifer Caroccio,,"Jennifer Caroccio is a doctoral student in the American Studies Program at Rutgers-University-Newark. Her research interests are in U.S. Latin@ culture & literature, folktales, and graphic novels. Employing Women of Color Feminist, Postcolonial, and Critical Race theories, she examines issues of racial identity and misogyny in Caribbean and Caribbean-American texts.","Jennifer Caroccio is a doctoral student in the American Studies Program at Rutgers-University-Newark. Her research interests are in U.S. Latin@ culture & literature, folktales, and graphic novels. Employing Women of Color Feminist, Postcolonial, and Critical Race theories, she examines issues of racial identity and misogyny in Caribbean and Caribbean-American texts.","Jennifer Carccio es un estudiante de doctorado en el Programa de Estudios Americanos en Rutgers-University-Newark. Sus intereses de investigación están en los Estados Unidos Latin @ Cultura y Literatura, Folktales y novelas gráficas. Empleando a las mujeres de las teorías feministas, poscoloniales y críticas de la raza, examina temas de identidad racial y misoginia en los textos caribeños y caribeños-estadounidenses.",,,Roopika Risam,@roopikarisam,2020,
cds37,Caribbean Review of Gender Studies,,Revista de los estudios de género del Caribe,,https://sta.uwi.edu/crgs/,Periodicals & Blogs,Journals,academic journal,an academic journal,una revista académica,,open,Active,en,Institute for Gender and Development Studies,UWI St. Augustine,"The Caribbean Review of Gender Studies stimulates cross-cultural exchanges among Caribbean peoples within the region, those in the Caribbean Diaspora, as well as those who bring a comparative perspective to bear on Caribbean gender and feminist concerns. The journal is established around an identity and voice emanating from Caribbean realities of power in gender, sexualities, ethnicity and class relations, and their effects. The journal welcomes critical disciplinary or multi-disciplinary scholarly articles and creative contributions that broaden networks and enhance the global understanding and reach of Caribbean feminist theory and praxis.","The <em>Caribbean Review of Gender Studies</em> stimulates cross-cultural exchanges among Caribbean peoples within the region, those in the Caribbean Diaspora, as well as those who bring a comparative perspective to bear on Caribbean gender and feminist concerns. The journal is established around an identity and voice emanating from Caribbean realities of power in gender, sexualities, ethnicity and class relations, and their effects. The journal welcomes critical disciplinary or multi-disciplinary scholarly articles and creative contributions that broaden networks and enhance the global understanding and reach of Caribbean feminist theory and praxis.","La <em>Caribbean Review of Gender Studies</em> (Revista caribeña de estudios de género) estimula los intercambios interculturales entre los pueblos caribeños dentro de la región, los de la diáspora caribeña, así como los que traen una perspectiva comparativa para responder a cuestiones de género y feminismo del Caribe. La revista se establece en torno a una identidad y voz que emana de las realidades del poder relacionadas con el género, las sexualidades, la etnicidad y las relaciones de clase y sus efectos en el Caribe. La revista acoge con satisfacción artículos académicos disciplinarios o multidisciplinarios críticos y contribuciones creativas que amplían las redes y mejoran la comprensión global y el alcance de la teoría feminista y la praxis del Caribe.",,,Alex Gil,@elotroalex,2020,
cds45,Cuba Counterpoints,,Contrapuntos de Cuba,,http://cubacounterpoints.com/,Periodicals & Blogs,Journals,a journal,a journal,una revista,,open,Archived,en,Ariana Hernandez-Reguant,Ariana H-R / Alan West-Duran,"Cuban Counterpoints is the public face of a scholarly community. It is a project linked to EthnoCuba, a network/group of Cubanist academics that includes residents from over fifteen countries, including Cuba and the United States.","<em>Cuban Counterpoints</em> is the public face of a scholarly community. It is a project linked to EthnoCuba, a network/group of Cubanist academics that includes residents from over fifteen countries, including Cuba and the United States.","<em>Cuban Counterpoints</em> (Contrapuntos cubanos) es la cara pública de una comunidad académica. Es un proyecto vinculado a Ethnocuba, una red/grupo de académicos cubanistas que incluye a los residentes de más de quince países, incluidos Cuba y los Estados Unidos.",,,Ariana Hernandez-Reguant,,2020,💜
cds6,#ADPhD,,#ADPHD,,https://africandiasporaphd.com/,Periodicals & Blogs,Blogs,a curated blog,a curated blog,un blog curado,,open,Active,en,Jessica Marie Johnson,,"African Diaspora, Ph.D. is a curated blog highlighting scholarship and scholars in the field of Atlantic African Diaspora history.","<em>African Diaspora, Ph.D.</em> is a curated blog highlighting scholarship and scholars in the field of Atlantic African Diaspora history.","<em>African Diaspora, Ph.D.</em> (Diáspora africana, Ph.D.) es un blog curado que destaca la beca y los académicos en el campo de la historia de la diáspora africana del Atlántico.",,,Alex Gil,@elotroalex,2020,
cds79,Haitian History Blog,,Blog de historia haitiana,,https://haitianhistory.tumblr.com/,Periodicals & Blogs,Blogs,blog,a blog,un blog,,open,Active,en,,,"Welcome to the Haitian History Blog, a space dedicated to discussions on Haiti’s political history. “Political history” here can be understood in a broad sense, one that encompasses questions relating to society, governance, intellectual history and foreign relations forged between Haiti and its neighbours in the Americas.","Welcome to the <em>Haitian History Blog</em>, a space dedicated to discussions on Haiti’s political history. &quot;Political history&quot; here can be understood in a broad sense, one that encompasses questions relating to society, governance, intellectual history and foreign relations forged between Haiti and its neighbours in the Americas.","Bienvenido al <em>Blog de la historia haitiana</em>, un espacio dedicado a las discusiones sobre la historia política de Haití. La &quot;historia política&quot; aquí puede entenderse en un sentido amplio, uno que abarca cuestiones relacionadas con la sociedad, la gobernanza, la historia intelectual y las relaciones exteriores forjadas entre Haití y sus vecinos en las Américas.",,,,,2020,
